IT102|Beginning Italian II|Galbussera, Giorgio|Courses introduce understanding, speaking, reading and writing skills.  Basic vocabulary and grammatical structures are studied. At the end of IT102 students are expected to advance to an intermediate-low level by ACTFL standards.  Computer assisted practice using state-of-the-art digital laboratory.
MA141|Elementary Statistics|Ducray, Laura|Introduction to basic statistical techniques and their applications to the sciences, social sciences and business administration. Includes the collection and presentation of data, measures of central tendency and variability, probability, sampling distributions, confidence intervals, hypothesis testing, correlation and regression and introduction to analysis of variance. Students learn to use common computer packages in statistics.  Prerequisite: MA  100 or placement exam.
MA201|Calculus I|Ortiz, Carlos|This introduction to basic calculus includes limits, continuity, the derivative, the definite and indefinite integral, applications.
MA202|Calculus II|Ortiz, Carlos|This continuation of MA 201 investigates further techniques of one-variable calculus, including techniques of integration, and infinite series.
MA490|Mathematics Capstone|Chapman, Zaneta|In this course, students will develop their writing, research, and presentation skills, culminating in a substantial research project to satisfy Arcadia University's Capstone requirement.
PBH501|Achieving Hlth Equity:From Ind to System|Pulliam, Kourtney|Survey of the dimensions of health and disease from three perspectives: the U.S. historical experience with health and disease; the social context of health and illness, including the healthcare system and policy issues; and choices in healing, integrating conventional and complementary therapies. The history, etiology, epidemiology, geographic mortality patterns of selected public health issues and disease entities are studied. The coursework and research project are designed to provide students with basic qualitative research skills, which are useful in clinical practice, applied research, program planning, development, and evaluation.
PBH530|History,Theories & Core Functions of PH|McGann, Lindsay|This course presents students with an introduction to the field of public health and serves as a first step to deeper understanding of public health as a profession and field. This understanding will enhance students’ future public health research and practice both in the later program coursework and in theirprofession. The course consists of three units:History of Public Health provides students with a narrative of the field’s development over the past two centuries, including the values and philosophy of public health. The course explores the ways in which changing social, political, and economic structures have reshaped patterns of disease. Emphasis will be on domestic issues, though some study of the developing world will be included. The core functions and essential services of public health are incorporated into these historical examples. Ethics of Public Health introduces students to the normative foundations of public health in the United States. Students learn the fundamental constitutional principles that shape the practice of public health, including justice, autonomy, paternalism, and privacy.  Theories of human health behavior improve the effectiveness of public health research and practice and ground it in tested frameworks. Theories will be introduced and assignments will foster skills to critically evaluate theories and their application to public health areas of interest.
PBH583|Readings in Contemporary Public Health|McCool, Sarah|The course will draw on contemporary publications to examine a diverse set of public health topics.  Students will utilize the readings to lead and participate in discussions related to the impact of poverty and systemic biases on health. Health disparities and public health efforts to alleviate those disparities will be examined. The ethical issues inherent in public health interventions will be examined. Students will pursue their own public health interests by selecting an additional book and sharing findings from that reading with the class through a presentation. Students will leave the course with the ability to think critically about public and global health issues, frame them in a social justice context, and critically evaluate opposing arguments.
PBH600|Introduction to Epidemiology|Becker, Brandon|This course offers an introduction to the approaches and methods used in describing the natural history of disease in communities (descriptive epidemiology) and methods in analytic epidemiology. Topics include measures of morbidity and mortality, applications in clinical and public health settings (e.g. sensitivity and specificity of screening tests), and challenges in epidemiologic research (e.g. bias and confounding). Lectures are accompanied by discussions, homework, in-class exercises, presentations, and a review of literature focused on building skills for public health practice with an emphasis on critical thinking. The class will engage the students in active and collaborative learning through team activities and projects, case studies, in-class exercises, and group discussions.
PBH620|Biostatistics|Memaj, Arteid|This course is designed to give an overview of the descriptive and inferential statistics needed tointerpret health related data and apply the statistics needed to analyze and evaluate health-related literature and research in the core disciplines of public health including: social and behavioral science, health management and policy, and environmental health.
PBH689|Public Health/Hlth Education Internship|Gordon, Dejenaba|Independent research
PBH689|Public Health/Hlth Education Internship|Gordon, Dejenaba|Independent research
PH201|Fundamental Concepts of Physics I|Milenkovic, Tatjana|Introduction to the principles of mechanics, heat and sound. Presents historical development, methodology and philosophy of our current understanding of the physical universe from an experimental point of view. Includes laboratory experience, demonstrations, lectures and discussions. Three class hours and three laboratory hours weekly.
PH201L|Lab|Staff, CH/PH|No description provided
PH202|Fundamental Concepts of  Physics II|Staff, CH/PH|Continuation of PH 201. Introduces the principles of light, electricity, magnetism, atomic and nuclear physics. Includes laboratory experience, demonstrations, lectures and discussions. Three class hours and three laboratory hours weekly. Prerequisite: PH201.
PH202L|Lab|Staff, CH/PH|No description provided
PH223|Essentials of Physical Geology|Mikulski, Chester|Basic concepts of physical geology with an emphasis on the dynamic nature of the earth and the land forming processes and cycles, which are constantly altering our environment. The laboratory will demonstrate these processes and illustrate the principles developed in lectures. Primarily intended for non-science majors including those preparing for the teaching profession. Three class hours and three laboratory hours weekly. Evening students may enroll in only the lecture portion of the course for three credits. Prerequisites: Satisfactory performance on the mathematics placement inventory or satisfactory completion of MA100 is required.
PH223L|Lab|Mikulski, Chester|Basic concepts of physical geology with an emphasis on the dynamic nature of the earth and the land forming processes and cycles, which are constantly altering our environment. The laboratory will demonstrate these processes and illustrate the principles developed in lectures. Primarily intended for non-science majors including those preparing for the teaching profession. Three class hours and three laboratory hours weekly. Evening students may enroll in only the lecture portion of the course for three credits. Prerequisites: Satisfactory performance on the mathematics placement inventory or satisfactory completion of MA100 is required.
PH224|Frontiers in Astronomy|Small, Kimberly|Overview of the fundamentals, history and frontiers of astronomy. Introduces the planets, exobiology, structure and dynamics of stars, galaxies, the universe and cosmology. Includes lectures, demonstrations, observations and discussions. Three class hours and three laboratory hours weekly. Evening students may enroll in only the lecture portion of the course for three credits.
PH224L|Lab|Small, Kimberly|Overview of the fundamentals, history and frontiers of astronomy. Introduces the planets, exobiology, structure and dynamics of stars, galaxies, the universe and cosmology. Includes lectures, demonstrations, observations and discussions. Three class hours and three laboratory hours weekly. Evening students may enroll in only the lecture portion of the course for three credits.
PH226|How Things Work|Milenkovic, Tatjana|This course is a practical introduction to physics and science in everyday life.  It considers objects from our daily environment and focuses on the physics principles of operation and relationship to one another.
PT503|Ethics & Law|"von Nieda, Kristin
                
                    
                

                    Porter, Christian"|This course is an overview of ethical principles, including major ethical theories. Emphasis is onidentifying and analyzing ethical dilemmas in the practice of physical therapy and applying the ethical principles, as well as the APTA Code of Ethics to resolve ethical dilemmas. This course also includes aspects of constitutional, state, federal and case law as it applies to physical therapy in the United States and how ethics and law interact in practice.
PT504|PT Teaching Methods|"von Nieda, Kristin
                
                    
                

                    Safford, Daniel"|Physical therapists assume the role of teacher in a variety of situations with a diverse group of learners.  This course will explore theories and methods related to effective teaching, student learning, and assessment strategies across multiple settings including clinic, classroom, laboratory, home setting and community.  The role of educational technology in teaching and learning activities will be emphasized.  Examination of individual and social factors that influence health and wellness will be discussed and key concepts from behavioral theories will be applied to patient education in clinical practice situations. There will be an introduction to educational assessment strategies for community-based health programs.
PT504|PT Teaching Methods|"von Nieda, Kristin
                
                    
                

                    Safford, Daniel"|Physical therapists assume the role of teacher in a variety of situations with a diverse group of learners.  This course will explore theories and methods related to effective teaching, student learning, and assessment strategies across multiple settings including clinic, classroom, laboratory, home setting and community.  The role of educational technology in teaching and learning activities will be emphasized.  Examination of individual and social factors that influence health and wellness will be discussed and key concepts from behavioral theories will be applied to patient education in clinical practice situations. There will be an introduction to educational assessment strategies for community-based health programs.
PT505|Clinical Decision Making|Shah, Kshamata|Physical therapists, like all other healthcare providers, routinely make decisions affecting patients in daily care.  Such decisions may be based on a variety of sources including experience, intuition, testimonials from teachers or colleagues, and findings from the literature. This course is designed to provide a framework for making future and evaluating past clinical decisions based on the best available evidence.  This course will assist the student in developing the tools needed to provide evidence-based physical therapy practice. The course will include projects and online discussions relevant to each student's clinical practice and ensure that the student applies the theories and tools to everyday situations.
PT505|Clinical Decision Making|Tevald, Michael|Physical therapists, like all other healthcare providers, routinely make decisions affecting patients in daily care.  Such decisions may be based on a variety of sources including experience, intuition, testimonials from teachers or colleagues, and findings from the literature. This course is designed to provide a framework for making future and evaluating past clinical decisions based on the best available evidence.  This course will assist the student in developing the tools needed to provide evidence-based physical therapy practice. The course will include projects and online discussions relevant to each student's clinical practice and ensure that the student applies the theories and tools to everyday situations.
PT505|Clinical Decision Making|Shah, Kshamata|Physical therapists, like all other healthcare providers, routinely make decisions affecting patients in daily care.  Such decisions may be based on a variety of sources including experience, intuition, testimonials from teachers or colleagues, and findings from the literature. This course is designed to provide a framework for making future and evaluating past clinical decisions based on the best available evidence.  This course will assist the student in developing the tools needed to provide evidence-based physical therapy practice. The course will include projects and online discussions relevant to each student's clinical practice and ensure that the student applies the theories and tools to everyday situations.
PT505|Clinical Decision Making|Tevald, Michael|Physical therapists, like all other healthcare providers, routinely make decisions affecting patients in daily care.  Such decisions may be based on a variety of sources including experience, intuition, testimonials from teachers or colleagues, and findings from the literature. This course is designed to provide a framework for making future and evaluating past clinical decisions based on the best available evidence.  This course will assist the student in developing the tools needed to provide evidence-based physical therapy practice. The course will include projects and online discussions relevant to each student's clinical practice and ensure that the student applies the theories and tools to everyday situations.
PT547|Health Promotion and Wellness|Palombaro, Kerstin|Prevention, risk reduction and health promotion are activities included in the Guide to Physical Therapist Practice and although physical therapists have performed these activities with individual patients/clients, participation in broader programs for communities or groups of people is an area of significant need and opportunity.  Health promotion and wellness theory will be presented in this course to prepare physical therapists to integrate these concepts into their current practice and/or to expand their practices and consultative skills in the prevention arena.  Students will also be introduced to a variety of techniques commonly used in the strategic planning process and will use those techniques to develop a plan for the introduction of a health promotion program relevant to their own practice setting or worksite. After the introduction and discussion of key concepts, including assessment and program planning, students will complete a project and develop a health promotion program using the health promotion approach and strategic planning processes.
PT547|Health Promotion and Wellness|Palombaro, Kerstin|Prevention, risk reduction and health promotion are activities included in the Guide to Physical Therapist Practice and although physical therapists have performed these activities with individual patients/clients, participation in broader programs for communities or groups of people is an area of significant need and opportunity.  Health promotion and wellness theory will be presented in this course to prepare physical therapists to integrate these concepts into their current practice and/or to expand their practices and consultative skills in the prevention arena.  Students will also be introduced to a variety of techniques commonly used in the strategic planning process and will use those techniques to develop a plan for the introduction of a health promotion program relevant to their own practice setting or worksite. After the introduction and discussion of key concepts, including assessment and program planning, students will complete a project and develop a health promotion program using the health promotion approach and strategic planning processes.
PT555|Pharmacology|Ciccone, Charles|Individuals involved in healthcare recognize that drugs can influence patients' response to physical rehabilitation. Medication can provide beneficial effects that act synergistically with physical therapy treatments, or they can generate side effects that may adversely affect rehabilitation goals. This course presents some of the basic drug classes and the physiologic basis of their action. Drugs are grouped according to their general effects and the type of disorders, for which they are routinely used to treat.  Special emphasis will be placed on drugs that are commonly used to treat disorders seen in patients receiving physical therapy, and how drug therapy interacts with rehabilitation.
PT555|Pharmacology|Ciccone, Charles|Individuals involved in healthcare recognize that drugs can influence patients' response to physical rehabilitation. Medication can provide beneficial effects that act synergistically with physical therapy treatments, or they can generate side effects that may adversely affect rehabilitation goals. This course presents some of the basic drug classes and the physiologic basis of their action. Drugs are grouped according to their general effects and the type of disorders, for which they are routinely used to treat.  Special emphasis will be placed on drugs that are commonly used to treat disorders seen in patients receiving physical therapy, and how drug therapy interacts with rehabilitation.
PT556|Diagnostic Imaging|"Greenberg, Elliot
                
                    
                

                    McClure, Philip
                
                    
                

                    Eastlack, Martha"|This course is an overview of the various types of diagnostic imaging procedures such as radiography, computerized tomography, magnetic resonance imaging and nuclear imaging.  General principles related to indications, strengths and limitations of each method will be discussed. Specific procedures related to various anatomic regions and pathologies will also be covered. Case study presentations will be used to emphasize the decision making related to diagnostic imaging studies and what relevant information can be provided.  Clinical decision-making in the context of evidence-based practice will guide the discussion of each case.
PT556|Diagnostic Imaging|"Greenberg, Elliot
                
                    
                

                    McClure, Philip
                
                    
                

                    Eastlack, Martha"|This course is an overview of the various types of diagnostic imaging procedures such as radiography, computerized tomography, magnetic resonance imaging and nuclear imaging.  General principles related to indications, strengths and limitations of each method will be discussed. Specific procedures related to various anatomic regions and pathologies will also be covered. Case study presentations will be used to emphasize the decision making related to diagnostic imaging studies and what relevant information can be provided.  Clinical decision-making in the context of evidence-based practice will guide the discussion of each case.
PT656|Neuromuscular Tissues & Motor Control|"McClure, Philip
                
                    
                

                    Kantak, Shailesh"|This course reviews the basic structure and function of various tissues within the neuromusculoskeletal system.  These will include muscle, nerve and various connective tissues such as tendon, ligament, cartilage and bone.  The effects of altered patterns of use, common pathologies, and common interventions will be discussed for each tissue as well.  The neural control of multi-joint limb movement will be discussed using current literature on motor control, cognition and motor learning including discussion of the relevance of the research on clinical practice. Traditional and contemporary theories will be contrasted to assist in developing direct intervention strategies using skill acquisition theories.  Emphasis will be placed on reading and applying current basic science literature to justify and guide the practice of physical therapy.
PT656|Neuromuscular Tissues & Motor Control|"McClure, Philip
                
                    
                

                    Kantak, Shailesh"|This course reviews the basic structure and function of various tissues within the neuromusculoskeletal system.  These will include muscle, nerve and various connective tissues such as tendon, ligament, cartilage and bone.  The effects of altered patterns of use, common pathologies, and common interventions will be discussed for each tissue as well.  The neural control of multi-joint limb movement will be discussed using current literature on motor control, cognition and motor learning including discussion of the relevance of the research on clinical practice. Traditional and contemporary theories will be contrasted to assist in developing direct intervention strategies using skill acquisition theories.  Emphasis will be placed on reading and applying current basic science literature to justify and guide the practice of physical therapy.
PT680|Evidence Based Practice&Clinical Reason|"Greenberg, Elliot
                
                    
                

                    Eckenrode, Brian"|This course will provide the physical therapist with a systematic method for critically analyzing and evaluating current research for integration into clinical practice.  Clinical decision-making will be guided by relevant literature reviews to minimize practice variation, minimize health carecosts, and identify potential or actual harm to patients.
PT685|Pediatric|Caviston, Stacey|No description provided
PT685|Pediatric|Caviston, Stacey|No description provided
PT686A|Documentation and Delegation|Shah, Kshamata|No description provided
PT686A|Documentation and Delegation|Shah, Kshamata|No description provided
PT686B|Wound Care|Shah, Kshamata|No description provided
PT686B|Wound Care|Shah, Kshamata|No description provided
PT686C|Community Reintegration|Shah, Kshamata|No description provided
PT686C|Community Reintegration|Shah, Kshamata|No description provided
PT702|Case Analysis|Palombaro, Kerstin|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Condran, Chris|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Catalano, Michael|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Catalano, Michael|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Palombaro, Kerstin|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Condran, Chris|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Catalano, Michael|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT702|Case Analysis|Catalano, Michael|Students develop a comprehensive case presentation based on a selected patient/client in their practice setting. The case analysis will demonstrate the clinical decision making process used to guide patient/client management throughout the episode of care, including the examination, evaluation, prognosis and planned interventions. Students will address the use of specific diagnostic tests and imaging studies related to the case, the implications of the pharmacologic management of the patient and specific outcomes measures as they relate to decision making and effective interventions.
PT705|Orthopedic Physical Therapy|"Senese, Matthew
                
                    
                

                    Goldstein, Daniel"|Management of common orthopaedic conditions related to the extremities and spine including non-surgical and post-operative problems.
PT705|Orthopedic Physical Therapy|"Senese, Matthew
                
                    
                

                    Goldstein, Daniel"|Management of common orthopaedic conditions related to the extremities and spine including non-surgical and post-operative problems.
PT717|PT Examination/Evaluation Skills III|"McClure, Philip
                
                    
                

                    Miller, Amy
                
                    
                

                    Malloy, Molly
                
                    
                

                    Tevald, Michael"|This course continues to cover basic aspects of patient/client management related to examination and evaluation in the context of the specific patient cases.
PT727|PT Intervention Skills III|"McClure, Philip
                
                    
                

                    Miller, Amy
                
                    
                

                    Malloy, Molly
                
                    
                

                    Tevald, Michael"|This course is a continuation of basic aspects of patient/client management related to intervention in the context of the specific patient cases.
PT747|PT Integrative Care and Practice III|"Miller, Amy
                
                    
                

                    Malloy, Molly
                
                    
                

                    Tevald, Michael"|A continuation of working within the health care delivery system as a physical therapist, the psychological and social aspects of working with patients, and critical thinking. This course prepares students to assume management responsibilities appropriate to their position and stage of clinical practice.
PT777|Biomedical Foundation Sciences III|"McClure, Philip
                
                    
                

                    Miller, Amy
                
                    
                

                    Tevald, Michael"|The course includes the traditional biological science of gross human anatomy, the physical science of biomechanics and applied anatomy, and components of patient management related to examination, evaluation, and intervention. The study of the basic structure and function of the human body will be accomplished through lecture, demonstration and dissection. Gross anatomy will emphasize the extremities and trunk, although the whole body will be examined. Also included is a review of embryology. The laboratory sessions are devoted primarily to handling the bony skeleton and supervised dissection. Biomechanics and applied anatomy and the clinical content will highlight the function of the spine using a patient case for reference.
PT789|Independent Study|Malloy, Molly|No description provided
PY500|Educational and Career Counseling|Lee, Hsin-Hua|Preparation for the planning and implementation of vocational and career development programs. Students will analyze vocational development theories, research and the literature in the field. The problems of vocational assessment and counseling are stressed. A laboratory in vocational counseling is part of the course.
PY575|Special Topics in Evidence|"Mattei, Stephanie
                
                    
                

                    Bazelon, Eileen"|This course provides training in a number of current evidence-based practices (EBPs). The course will cover theoretical content pertaining to specific EBPs and include intensive skills practice. The exact content covered will vary depending on what the field identifies as the most current and applicable treatments at the time of the course offering. Generally speaking, the course will address topics such as neuroscience and psychopharmacology for counselors, as well as treatment protocols for anxiety and depression.
PY585|Summer Internship Make|Reid, Lauren|No description provided
PY585|Summer Practicum Make|Cain-Baxter, Lauren|No description provided
PY610|Group Counseling|"Rozovsky, Allison
                
                    
                

                    Damario, Marc
                
                    
                

                    McMahon, Devon"|Study of the major theories, concepts and techniques of group counseling. Includes a laboratory in which specific group counseling techniques are practiced. Prerequisites: PY 492 or equivalent, PY 493 or equivalent , PY 572 and PY 586. (old #510)
PY686|Special Project|Morrow, Michael|Opportunity for students to complete a project (e.g., research, outreach, literature review) relevant to their area of interest under the supervision of a faculty member. The project should be of a substantial nature and yield a manuscript, professional presentation, or other tangible outcome.
PY686|Special Project|Reid, Lauren|Opportunity for students to complete a project (e.g., research, outreach, literature review) relevant to their area of interest under the supervision of a faculty member. The project should be of a substantial nature and yield a manuscript, professional presentation, or other tangible outcome.
PY686|Special Project|Lee, Hsin-Hua|Opportunity for students to complete a project (e.g., research, outreach, literature review) relevant to their area of interest under the supervision of a faculty member. The project should be of a substantial nature and yield a manuscript, professional presentation, or other tangible outcome.
SO101|Introductory Sociology|Otieno, Alex|Overview of the discipline of sociology is presented. Focus on social groups and their effects on individuals. Content areas cover culture, social structure and social change as well as an introduction to social research. Additionally, special emphasis is placed on stratification in society in terms of social class, race, gender and age. Includes class discussion and group assignments.
SO101|Introductory Sociology|Otieno, Alex|Overview of the discipline of sociology is presented. Focus on social groups and their effects on individuals. Content areas cover culture, social structure and social change as well as an introduction to social research. Additionally, special emphasis is placed on stratification in society in terms of social class, race, gender and age. Includes class discussion and group assignments.
SO101|Introductory Sociology|Crehan, Margaret|Overview of the discipline of sociology is presented. Focus on social groups and their effects on individuals. Content areas cover culture, social structure and social change as well as an introduction to social research. Additionally, special emphasis is placed on stratification in society in terms of social class, race, gender and age. Includes class discussion and group assignments.
SO150|Contemporary Social Problems|Guertin-Martin, Favian|Study of contemporary social problems from a global perspective. Examines population, environmental depletion and destruction, violence and war, racial and ethnic conflict, migration, gender inequality and other problems that occur internationally and that are interrelated. Analyzes assumptions underlying popular and theoretical explanations of social problems, as well as programs and policies aimed at alleviating them.
SO320|Homes,Housing & Homelessness|Otieno, Alex|This course examines lack of affordable homes, urban homelessness and extreme improvishment from a comparative historical perspective.  Cases to be examined will include the US, UK, Kenya and India.  A third of the class time will be devoted to service learning (volunteering with residents of one Project Home's hopusing program).
SO320|Homes,Housing & Homelessness|Otieno, Alex|This course examines lack of affordable homes, urban homelessness and extreme improvishment from a comparative historical perspective.  Cases to be examined will include the US, UK, Kenya and India.  A third of the class time will be devoted to service learning (volunteering with residents of one Project Home's hopusing program).
SP101|Beginning Spanish I|Segal, Gabriela|Courses introduce understanding, speaking, reading and writing skills. Basic vocabulary andgrammatical structures are studied. At the end of SP 102, students are expected to advance to an
SP101|Beginning Spanish I|Segal, Gabriela|Courses introduce understanding, speaking, reading and writing skills. Basic vocabulary and grammatical structures are studied. At the end of SP 102, students are expected to advance to an intermediate-low level by ACTFL standards. Computer-assisted practice using state-of-the-art digital laboratory.
SP102|Beginning Spanish II|Segal, Gabriela|Courses introduce understanding, speaking, reading and writing skills.  Basic vocabulary and grammatical structures are studied. At the end of SP102 students are expected to advance to an intermediate-low level by ACTFL standards.  Computer assisted practice using state-of-the-art digital laboratory.
SP102|Beginning Spanish II|Segal, Gabriela|Courses introduce understanding, speaking, reading and writing skills. Basic vocabulary and grammatical structures are studied. At the end of SP102, students are expected to advance to an intermediate-low level by ACTFL standards.
SP490|Senior Seminar|Segal, Gabriela|This is a Capstone project for senior Spanish majors, exploring cultural issues in the Hispanic World, both inside and outside of the United States. Seminar format, culminates in a project consisting of 20-25 pages written in Spanish and a public presentation. The course develops along one year (Fall, 4 credits; Spring, 2 credits) and the theme must be approved by the instructor.
US255|Grand Constructions:Stonehenge|McNulty, Mary Kate|This seminar will chronologically examine the development of architecture within the context of the social, cultural and religious influences that shaped its form and function. Beginning with the early examples of the Druids and Egyptians, with their monolithic and circle structures, to medieval castle fortifications to present day skyscrapers - art and architecture are meant to evoke an emotional response in the viewer and to reflect the importance of specific societal unification. By looking back through the lens of history we can begin to make comparisons between ancient architecture and its relevance to modern architecture.  We can trace the transformation of architecture from public space to private space and how even the concept of space has changed.  The rise and fall of empires, war, famine, and advances in technology are all reflected in the architecture of a civilization.  What does architecture say about us as a society and what, if any, are its limits?
US260|Eco Cinema & Climate Change|Deshpande, Shekhar|The coming century brings grave uncertainty about our lives on the planet.  Climate change may after our ways of life; our relationship to each other, and our collective future.  This course examines the process of climate change in documentary films, fiction films, and reports issued by various government and agencies around the world.  We will chart the end of the Anthropocene- man-made-climate through these sources to assess how we are representing the most crucial global issue of the moment.  Documentary films include: Darwin’s Nightmare (2004), An Inconvenient Truth (2006), Up the Yangtze (2007), Gasland (2010), Chasing Ice (2012), Before the Flood (2016), An Incovenient Sequal-Truth to Power (2017), and The Age of Consequences (2017).  Fiction films: The Day After Tomorrow (2004), The Last Winter (2006), Wall-E (2008), Edge of Tomorrow (2014), Downsizing (2017), and Geostorm (2017).  We will examine scientific reports on impact of climate change on water availability and purity, air and pollution, radiation, mobility, etc.  Assignments include weekly class participation, evaluations of films, a research project on a specific aspect of climate change and visual project/statement representing the urgency of climate change.
US273|Visual Propaganda & Armed Conflict|McCreery, Allyson|Armed conflicts have occurred in the historical record for thousands of years and the use of propaganda to support such endeavors has occurred nearly as long. While the development of new weapon technology and combat tactics has evolved over centuries, the use of propaganda has been present to justify the conflict, recruit participants, raise national awareness, or to present images of war to the population. Some of these images have become the most iconic of our time. From the early photography used during the U.S. Civil War, propaganda posters of the World Wars, the televised images of Vietnam, to the images of today, the use of propaganda in armed conflict has impacted the way individuals perceive armed conflicts around the globe. In this class, students will explore the complex dynamics of conflict with a focus on evaluating the impact of propaganda. Utilizing primary and secondary sources, the students will gather information on the strategic use of propaganda and examine its psychological, artistic, and nationalistic elements.
US275|Scientific Ethics|Hoffman, John|This course will examine the different types of ethical systems as the foundation for decision making.  Topics will include consideration of contemporary value conflicts associated with the impact that science and technology have on society; such as stem cell technology, gene therapy, and drilling for oil in Alaska's Arctic National Wildlife Refuge.  Each topic will be critically examined from the scientific, ethical and legal viewpoints.  Assignments will incorporate readings, discussions, position papers and debates.
US285|Craft + Activism = Craftivism|Loeffler, Carole|Craft + Activism = Craftivism is a course utilizing art and craft materials (often fiber-based) to create “gentle” protests to a variety of injustices and issues in our world today. The projects for this course are inspired by books, articles, websites and a variety of social media accounts from around the world that have been written and published since 2001, the unofficial “beginning” of craftivism. Over the course of the semester, students will read several books and articles on the history and rise of craftivism. Students will create approximately 8 projects, including one self-designed and one larger collaborative class project. The main impetus for this class is to have students refine their artistic voice and find a way to put ideas out into the world using traditional art and craft techniques and processes.
US287|Short Story & Photography|Deshpande, Shekhar|This course will examine that relationship through a close reading of several short stories (by Julio Cortázar, Italo Calvino, John Updike, Raymond Carver, Cynthia Ozick, William Faulkner, Bing Xin, Dorris Dörrie, E. Annie Proulx and others). We will proceed with the thesis that the relationship between short story and photography arises out of one of the fundamental paradoxes of photography: photographs are borne as “moments in time,” but their survival depends on the irresistible and inevitable stories they generate. With that in mind, the course will include exercises in writing short stories as responses to existing and new photographs.
